# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s], Mliquid
0,0.009,40,1600,2.63249e-05,300,300.265,0.270872,0,0,0,0,785.576,6.37377e+08
3.57088e-06,0.00900097,40.0038,1600.3,2.63244e-05,299.996,300.268,0.270875,-1.27584e-10,-1199.53,-2.90381e-07,0.00407547,785.58,6.37377e+08
7.14177e-06,0.00900193,40.0035,1600.28,2.6324e-05,299.991,300.271,0.270878,-1.27501e-10,-1198.28,-2.90193e-07,0.00419081,785.584,6.37377e+08
1.07127e-05,0.0090029,40.0032,1600.25,2.63235e-05,299.987,300.275,0.270881,-1.27419e-10,-1197.04,-2.90005e-07,0.0043061,785.588,6.37377e+08
1.42835e-05,0.00900387,40.0029,1600.23,2.63231e-05,299.983,300.278,0.270885,-1.27336e-10,-1195.8,-2.89817e-07,0.00442132,785.592,6.37377e+08
1.78544e-05,0.00900483,40.0026,1600.2,2.63226e-05,299.979,300.282,0.270888,-1.27254e-10,-1194.56,-2.8963e-07,0.00453648,785.596,6.37377e+08
2.14253e-05,0.0090058,40.0023,1600.18,2.63222e-05,299.974,300.285,0.270891,-1.27172e-10,-1193.32,-2.89442e-07,0.00465158,785.6,6.37377e+08
2.49962e-05,0.00900676,40.002,1600.16,2.63217e-05,299.97,300.288,0.270894,-1.27089e-10,-1192.08,-2.89256e-07,0.00476662,785.604,6.37377e+08
2.85671e-05,0.00900773,40.0017,1600.13,2.63213e-05,299.966,300.292,0.270897,-1.27007e-10,-1190.85,-2.89069e-07,0.0048816,785.608,6.37377e+08
3.2138e-05,0.0090087,40.0014,1600.11,2.63208e-05,299.962,300.295,0.2709,-1.26925e-10,-1189.61,-2.88882e-07,0.00499651,785.612,6.37377e+08
3.57088e-05,0.00900966,40.0011,1600.09,2.63204e-05,299.957,300.299,0.270904,-1.26844e-10,-1188.38,-2.88696e-07,0.00511137,785.616,6.37377e+08
3.92797e-05,0.00901063,40.0008,1600.06,2.63199e-05,299.953,300.302,0.270907,-1.26762e-10,-1187.14,-2.8851e-07,0.00522617,785.62,6.37377e+08
4.28506e-05,0.0090116,40.0005,1600.04,2.63195e-05,299.949,300.305,0.27091,-1.2668e-10,-1185.91,-2.88324e-07,0.00534091,785.624,6.37377e+08
4.64215e-05,0.00901256,40.0002,1600.01,2.6319e-05,299.945,300.309,0.270913,-1.26599e-10,-1184.68,-2.88139e-07,0.00545559,785.628,6.37377e+08
4.99924e-05,0.00901353,39.9999,1599.99,2.63185e-05,299.94,300.312,0.270916,-1.26517e-10,-1183.45,-2.87954e-07,0.0055702,785.632,6.37377e+08
5.35633e-05,0.0090145,39.9996,1599.97,2.63181e-05,299.936,300.316,0.27092,-1.26436e-10,-1182.22,-2.87768e-07,0.00568476,785.636,6.37377e+08
5.71341e-05,0.00901546,39.9993,1599.94,2.63176e-05,299.932,300.319,0.270923,-1.26355e-10,-1180.99,-2.87584e-07,0.00579926,785.639,6.37377e+08
6.0705e-05,0.00901643,39.999,1599.92,2.63172e-05,299.928,300.323,0.270926,-1.26274e-10,-1179.76,-2.87399e-07,0.0059137,785.643,6.37377e+08
6.42759e-05,0.0090174,39.9987,1599.9,2.63167e-05,299.923,300.326,0.270929,-1.26193e-10,-1178.54,-2.87215e-07,0.00602807,785.647,6.37377e+08
6.78468e-05,0.00901836,39.9984,1599.87,2.63163e-05,299.919,300.329,0.270932,-1.26112e-10,-1177.31,-2.87031e-07,0.00614239,785.651,6.37377e+08
7.14177e-05,0.00901933,39.9981,1599.85,2.63158e-05,299.915,300.333,0.270936,-1.26031e-10,-1176.09,-2.86847e-07,0.00625665,785.655,6.37377e+08
7.49886e-05,0.00902029,39.9978,1599.83,2.63154e-05,299.911,300.336,0.270939,-1.2595e-10,-1174.87,-2.86663e-07,0.00637085,785.659,6.37377e+08
7.85594e-05,0.00902126,39.9975,1599.8,2.63149e-05,299.907,300.34,0.270942,-1.2587e-10,-1173.64,-2.86479e-07,0.00648498,785.663,6.37377e+08
8.21303e-05,0.00902223,39.9972,1599.78,2.63145e-05,299.902,300.343,0.270945,-1.25789e-10,-1172.42,-2.86296e-07,0.00659906,785.667,6.37377e+08
8.57012e-05,0.00902319,39.9969,1599.76,2.6314e-05,299.898,300.346,0.270948,-1.25709e-10,-1171.2,-2.86113e-07,0.00671308,785.671,6.37377e+08
8.92721e-05,0.00902416,39.9966,1599.73,2.63136e-05,299.894,300.35,0.270952,-1.25629e-10,-1169.99,-2.8593e-07,0.00682704,785.675,6.37377e+08
9.2843e-05,0.00902513,39.9964,1599.71,2.63131e-05,299.89,300.353,0.270955,-1.25548e-10,-1168.77,-2.85748e-07,0.00694093,785.679,6.37377e+08
9.64139e-05,0.00902609,39.9961,1599.68,2.63127e-05,299.886,300.357,0.270958,-1.25468e-10,-1167.55,-2.85566e-07,0.00705477,785.682,6.37377e+08
9.99847e-05,0.00902706,39.9958,1599.66,2.63123e-05,299.882,300.36,0.270961,-1.25388e-10,-1166.34,-2.85384e-07,0.00716855,785.686,6.37377e+08
0.000103556,0.00902803,39.9955,1599.64,2.63118e-05,299.877,300.364,0.270964,-1.25308e-10,-1165.12,-2.85202e-07,0.00728227,785.69,6.37377e+08
0.000107127,0.00902899,39.9952,1599.61,2.63114e-05,299.873,300.367,0.270968,-1.25228e-10,-1163.91,-2.8502e-07,0.00739593,785.694,6.37377e+08
0.000110697,0.00902996,39.9949,1599.59,2.63109e-05,299.869,300.37,0.270971,-1.25149e-10,-1162.7,-2.84839e-07,0.00750953,785.698,6.37377e+08
0.000114268,0.00903093,39.9946,1599.57,2.63105e-05,299.865,300.374,0.270974,-1.25069e-10,-1161.49,-2.84657e-07,0.00762307,785.702,6.37377e+08
0.000117839,0.00903189,39.9943,1599.54,2.631e-05,299.861,300.377,0.270977,-1.2499e-10,-1160.28,-2.84476e-07,0.00773655,785.706,6.37377e+08
0.00012141,0.00903286,39.994,1599.52,2.63096e-05,299.857,300.381,0.27098,-1.2491e-10,-1159.07,-2.84296e-07,0.00784997,785.71,6.37377e+08
0.000124981,0.00903382,39.9937,1599.5,2.63091e-05,299.853,300.384,0.270984,-1.24831e-10,-1157.86,-2.84115e-07,0.00796333,785.713,6.37377e+08
0.000128552,0.00903479,39.9934,1599.47,2.63087e-05,299.848,300.387,0.270987,-1.24752e-10,-1156.65,-2.83935e-07,0.00807663,785.717,6.37377e+08
0.000132123,0.00903576,39.9931,1599.45,2.63082e-05,299.844,300.391,0.27099,-1.24673e-10,-1155.45,-2.83755e-07,0.00818988,785.721,6.37377e+08
0.000135694,0.00903672,39.9928,1599.43,2.63078e-05,299.84,300.394,0.270993,-1.24594e-10,-1154.24,-2.83575e-07,0.00830306,785.725,6.37377e+08
0.000139264,0.00903769,39.9926,1599.4,2.63073e-05,299.836,300.398,0.270996,-1.24515e-10,-1153.04,-2.83395e-07,0.00841618,785.729,6.37377e+08
0.000142835,0.00903866,39.9923,1599.38,2.63069e-05,299.832,300.401,0.271,-1.24436e-10,-1151.84,-2.83216e-07,0.00852925,785.733,6.37377e+08
0.000146406,0.00903962,39.992,1599.36,2.63065e-05,299.828,300.404,0.271003,-1.24357e-10,-1150.63,-2.83037e-07,0.00864225,785.736,6.37377e+08
0.000149977,0.00904059,39.9917,1599.34,2.6306e-05,299.824,300.408,0.271006,-1.24279e-10,-1149.43,-2.82858e-07,0.0087552,785.74,6.37377e+08
0.000153548,0.00904156,39.9914,1599.31,2.63056e-05,299.82,300.411,0.271009,-1.242e-10,-1148.23,-2.82679e-07,0.00886809,785.744,6.37377e+08
0.000157119,0.00904252,39.9911,1599.29,2.63051e-05,299.815,300.415,0.271012,-1.24122e-10,-1147.04,-2.82501e-07,0.00898091,785.748,6.37377e+08
0.00016069,0.00904349,39.9908,1599.27,2.63047e-05,299.811,300.418,0.271016,-1.24043e-10,-1145.84,-2.82323e-07,0.00909368,785.752,6.37377e+08
0.000164261,0.00904446,39.9905,1599.24,2.63042e-05,299.807,300.422,0.271019,-1.23965e-10,-1144.64,-2.82145e-07,0.00920639,785.756,6.37377e+08
0.000167832,0.00904542,39.9902,1599.22,2.63038e-05,299.803,300.425,0.271022,-1.23887e-10,-1143.45,-2.81967e-07,0.00931904,785.759,6.37377e+08
0.000171402,0.00904639,39.99,1599.2,2.63033e-05,299.799,300.428,0.271025,-1.23809e-10,-1142.25,-2.81789e-07,0.00943164,785.763,6.37377e+08
0.000174973,0.00904736,39.9897,1599.17,2.63029e-05,299.795,300.432,0.271028,-1.23731e-10,-1141.06,-2.81612e-07,0.00954417,785.767,6.37377e+08
0.000178544,0.00904832,39.9894,1599.15,2.63025e-05,299.791,300.435,0.271032,-1.23653e-10,-1139.87,-2.81435e-07,0.00965664,785.771,6.37377e+08
0.000182115,0.00904929,39.9891,1599.13,2.6302e-05,299.787,300.439,0.271035,-1.23575e-10,-1138.68,-2.81258e-07,0.00976906,785.775,6.37377e+08
0.000185686,0.00905025,39.9888,1599.1,2.63016e-05,299.783,300.442,0.271038,-1.23498e-10,-1137.49,-2.81081e-07,0.00988141,785.778,6.37377e+08
0.000189257,0.00905122,39.9885,1599.08,2.63011e-05,299.779,300.445,0.271041,-1.2342e-10,-1136.3,-2.80904e-07,0.00999371,785.782,6.37377e+08
0.000192828,0.00905219,39.9882,1599.06,2.63007e-05,299.775,300.449,0.271044,-1.23343e-10,-1135.11,-2.80728e-07,0.0101059,785.786,6.37377e+08
0.000196399,0.00905315,39.9879,1599.04,2.63003e-05,299.771,300.452,0.271048,-1.23265e-10,-1133.92,-2.80552e-07,0.0102181,785.79,6.37377e+08
0.000199969,0.00905412,39.9877,1599.01,2.62998e-05,299.767,300.456,0.271051,-1.23188e-10,-1132.74,-2.80376e-07,0.0103303,785.793,6.37377e+08
0.00020354,0.00905509,39.9874,1598.99,2.62994e-05,299.763,300.459,0.271054,-1.23111e-10,-1131.55,-2.80201e-07,0.0104423,785.797,6.37377e+08
